"from","to","weight","type","year"
"Haptophytes__Chrysochromulina__ASV_89","Unclassified-Ochrophyte__MOCH-2_XXX_sp.__ASV_377",-0.052096856935605,"negative","2019"
"Haptophytes__Chrysochromulina__ASV_89","Haptophytes__Chrysochromulina_rotalis__ASV_379",0.0296004461102006,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Cercozoa__he2-lineage_X_sp.__ASV_382",0.0694670672672096,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Unclassified-Ochrophyte__Chrysophyceae_XXX_sp.__ASV_411",0.0514218395623101,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Dinophyceae__Dinophyceae__ASV_425",-0.0438814281923329,"negative","2019"
"Haptophytes__Chrysochromulina__ASV_89","Diatoms__Chaetoceros_cf_tortissimus__ASV_437",-0.0514890200002329,"negative","2019"
"Haptophytes__Chrysochromulina__ASV_89","Choanoflagellida__Monosigidae_Group_B_X_sp.__ASV_462",0.080297915579331,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Cercozoa__Cercozoa_XXXX_sp.__ASV_488",0.0513144869912802,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Cercozoa__Thaumatomonadida_XX_sp.__ASV_572",0.0360894365026731,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Telonemia__Telonemia-Group-2_X_sp.__ASV_589",0.0791742630014225,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Alveolates-Other__Dinophyta_XXXX_sp.__ASV_592",-0.0492607918834943,"negative","2019"
"Haptophytes__Chrysochromulina__ASV_89","Cercozoa__CCW10-lineage_X_sp.__ASV_605",-0.0584850277839609,"negative","2019"
"Haptophytes__Chrysochromulina__ASV_89","Diatoms__Navicula_lanceolata__ASV_615",0.043365297466357,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Syndiniales__Dino-Group-I-Clade-5_X_sp.__ASV_629",-0.0476604824218566,"negative","2019"
"Haptophytes__Chrysochromulina__ASV_89","Telonemia__Telonemia-Group-1_X_sp.__ASV_632",0.0567737735710212,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Haptophytes__Chrysochromulina_sp.__ASV_635",0.0401997588968108,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_653",-0.0289846335291682,"negative","2019"
"Haptophytes__Chrysochromulina__ASV_89","Stramenopiles-Other__Bicosoeca_vacillans__ASV_663",0.0582700485007738,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Choanoflagellida__Monosigidae_Group_M_X_sp.__ASV_664",0.0739468825387131,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Syndiniales__Dino-Group-II-Clade-10-and-11_X_sp.__ASV_669",0.0568271474258172,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Syndiniales__Dino-Group-II-Clade-6_X_sp.__ASV_682",-0.0535524438846382,"negative","2019"
"Haptophytes__Chrysochromulina__ASV_89","Haptophytes__Phaeocystis__ASV_730",-0.0693162592180302,"negative","2019"
"Haptophytes__Chrysochromulina__ASV_89","Stramenopiles-Other__Bicosoeca_vacillans__ASV_732",0.0562824579167364,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Telonemia__Telonemia-Group-2_X_sp.__ASV_773",0.0457354458382191,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Diatoms__Chaetoceros_debilis__ASV_805",-0.0187974718257711,"negative","2019"
"Haptophytes__Chrysochromulina__ASV_89","Cercozoa__Chlorarachnida_XX_sp.__ASV_830",0.0690625945372101,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Syndiniales__Dino-Group-II-Clade-4_X_sp.__ASV_886",0.0351862334940191,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Syndiniales__Dino-Group-II-Clade-4_X_sp.__ASV_929",0.0280920384673519,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Haptophytes__Chrysochromulina__ASV_969",0.0420081264567492,"positive","2019"
"Haptophytes__Chrysochromulina__ASV_89","Dinophyceae__Gymnodinium_microreticulatum__ASV_1000",0.0250601416203537,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Archaeplastids__Ostreococcus_lucimarinus__ASV_98",-0.0679729243120717,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_100",0.0495457709828985,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Archaeplastids__Bathycoccus_prasinos__ASV_113",-0.0436265384565394,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Haptophytes__Phaeocystis_globosa__ASV_128",-0.0576337524481223,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Haptophytes__Phaeocystis_cordata__ASV_148",-0.073965530248798,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Ciliates__Strombidium_F_sp.__ASV_161",-0.0537219959754105,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Unclassified-Ochrophyte__Chrysophyceae_Clade-C__ASV_166",0.0431407014194613,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Diatoms__Chaetoceros_protuberans__ASV_174",-0.0604975883881952,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Diatoms__Hemiaulus_sinensis__ASV_190",-0.0471143444262622,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Ciliates__Strombidiida_G_XX_sp.__ASV_202",-0.0393110043734596,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Unclassified-Ochrophyte__MOCH-2_XXX_sp.__ASV_210",-0.0528877830337799,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Alveolates-Other__Colpodellidae2_sp.__ASV_231",0.0592288008973991,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Unclassified-Ochrophyte__MOCH-2_XXX_sp.__ASV_235",-0.047188979210103,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Diatoms__Chaetoceros__ASV_245",-0.0322369573188739,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Diatoms__Guinardia_delicatula__ASV_259",-0.0329116211303464,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_270",-0.0544481625125083,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Cryptophytes__Cryptomonadales_X__ASV_281",-0.0415498880207259,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Stramenopiles-Other__Caecitellaceae_X_sp.__ASV_342",0.0649218827634034,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Other/unknown__Eukaryota__ASV_351",0.0910813133650467,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Cercozoa__Cercozoa__ASV_366",-0.0424988268901096,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_369",0.0511203304441617,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Unclassified-Ochrophyte__MOCH-2_XXX_sp.__ASV_370",0.0704546673141808,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Unclassified-Ochrophyte__MOCH-2_XXX_sp.__ASV_377",-0.0812648581868489,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Cercozoa__he2-lineage_X_sp.__ASV_382",0.059583515279514,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Dinophyceae__Dinophyceae__ASV_425",-0.0354039331971677,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Dinophyceae__Archaeperidinium__ASV_460",0.0498640315792717,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Choanoflagellida__Monosigidae_Group_B_X_sp.__ASV_462",0.0630051486882103,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Dinophyceae__Dinophyceae_XXX_sp.__ASV_469",-0.0251423914293991,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Stramenopiles-Other__Bicosoeca_vacillans__ASV_475",0.0551692642726654,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Unclassified-Ochrophyte__Pseudopedinella_elastica__ASV_555",-0.0320869105283666,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Telonemia__Telonemia-Group-2_X_sp.__ASV_589",0.0580626828223124,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Alveolates-Other__Dinophyta_XXXX_sp.__ASV_592",-0.0659432353001627,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Diatoms__Navicula_lanceolata__ASV_615",0.0634106897209688,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Syndiniales__Dino-Group-I-Clade-5_X_sp.__ASV_629",-0.0326098071554798,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Unclassified-Ochrophyte__Pedinellales__ASV_643",0.0347830918764476,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Stramenopiles-Other__Bicosoeca_vacillans__ASV_663",0.0628480774775945,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Choanoflagellida__Monosigidae_Group_M_X_sp.__ASV_664",0.0656155642458702,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Syndiniales__Dino-Group-II-Clade-10-and-11_X_sp.__ASV_669",0.0938926968995781,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Dinophyceae__Archaeperidinium__ASV_703",0.0455429644987377,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Haptophytes__Haptophyta_XXXX_sp.__ASV_708",-0.0259037755843992,"negative","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Stramenopiles-Other__Bicosoeca_vacillans__ASV_732",0.0561677478135946,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Cercozoa__Chlorarachnida_XX_sp.__ASV_830",0.0848957702431142,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Syndiniales__Dino-Group-II-Clade-4_X_sp.__ASV_886",0.0906699006720004,"positive","2019"
"Cercozoa__Chlorarachnida_X__ASV_90","Stramenopiles-Other__Stramenopiles__ASV_965",0.0675283385732001,"positive","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_91","Unclassified-Ochrophyte__Florenciellales_X_sp.__ASV_145",0.0271298119098885,"positive","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_91","Haptophytes__Chrysochromulina_sp.__ASV_147",0.0340172147061228,"positive","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_91","Haptophytes__Haptolina__ASV_429",0.0333988432643458,"positive","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_91","Unclassified-Ochrophyte__Pedinellales_X_sp.__ASV_757",0.0187793834462189,"positive","2019"
"Archaeplastids__Pyramimonas_australis__ASV_92","Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_152",-0.0631249259618283,"negative","2019"
"Archaeplastids__Pyramimonas_australis__ASV_92","Archaeplastids__Pyramimonas_sp.__ASV_163",0.0476068251110358,"positive","2019"
"Diatoms__Guinardia_delicatula__ASV_93","Syndiniales__Dino-Group-II-Clade-32_X_sp.__ASV_595",-0.0145533420781065,"negative","2019"
"Dinophyceae__Heterocapsa_sp.__ASV_94","Choanoflagellida__Acanthoecidae_Group_G_X_sp.__ASV_375",-0.0350434318125796,"negative","2019"
"Dinophyceae__Heterocapsa_sp.__ASV_94","Syndiniales__Dino-Group-III_XX_sp.__ASV_491",-0.0302410986260284,"negative","2019"
"Dinophyceae__Heterocapsa_sp.__ASV_94","Diatoms__Asteromphalus_sp.__ASV_578",-0.0253181947874073,"negative","2019"
"Dinophyceae__Heterocapsa_sp.__ASV_94","Haptophytes__Phaeocystis_sp.__ASV_688",-0.0252718567410664,"negative","2019"
"Dinophyceae__Heterocapsa_sp.__ASV_94","Diatoms__Pseudo-nitzschia__ASV_800",-0.0313384653828724,"negative","2019"
"Dinophyceae__Heterocapsa_sp.__ASV_94","Ciliates__Leegaardiella_sp.__ASV_1005",-0.0222940777275433,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Diatoms__Chaetoceros_cinctus__ASV_101",0.0342085302872483,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Archaeplastids__Bathycoccus_prasinos__ASV_113",0.0576335377077449,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Haptophytes__Phaeocystis_globosa__ASV_128",0.0491407522398804,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Unclassified-Ochrophyte__Chrysophyceae_Clade-G_X_sp.__ASV_136",-0.0297769399207618,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Cercozoa__Minorisa_minuta__ASV_140",-0.0673699887229717,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Ciliates__Strombidium_F_sp.__ASV_161",0.0760660998024132,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Diatoms__Chaetoceros_brevis_3__ASV_168",0.0414833969984538,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_172",0.0344736316105754,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Diatoms__Chaetoceros_protuberans__ASV_174",0.0685957967238779,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Diatoms__Chaetoceros_debilis_1__ASV_175",0.0425683307689167,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Diatoms__Hemiaulus_sinensis__ASV_190",0.0629244335318532,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Dinophyceae__Dinophyceae_XXX_sp.__ASV_209",-0.0234613134120591,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Dinophyceae__Lepidodinium__ASV_214",-0.0207714769090355,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Alveolates-Other__Colpodellidae2_sp.__ASV_231",-0.0572827826001087,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Unclassified-Ochrophyte__MOCH-2_XXX_sp.__ASV_235",0.0479233476348765,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Diatoms__Pseudo-nitzschia__ASV_257",0.0401214181475412,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Unclassified-Ochrophyte__Chattonella_marina__ASV_266",-0.0261008386182055,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_270",0.0887938269883883,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Ciliates__Leegaardiella_sp.__ASV_273",0.037402971825549,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_276",0.0380436524542007,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Unclassified-Ochrophyte__Chrysophyceae_Clade-F__ASV_279",-0.0113404722658063,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Haptophytes__Chrysochromulina_sp.__ASV_310",0.0305898593887291,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Cercozoa__Mataza-lineage_X_sp.__ASV_344",-0.0434209000649104,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Unclassified-Ochrophyte__Paraphysomonas__ASV_345",-0.0336252444595407,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Syndiniales__Dino-Group-II-Clade-1_X_sp.__ASV_354",-0.0332884734769091,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_369",-0.0626875457417419,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Unclassified-Ochrophyte__MOCH-2_XXX_sp.__ASV_370",-0.0428018338963716,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Unclassified-Ochrophyte__MOCH-2_XXX_sp.__ASV_377",0.0458152773020754,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","MAST__MAST-1B_XX_sp.__ASV_399",-0.0395880403478297,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Ciliates__Pleurostomatida_X_sp.__ASV_424",0.0401842365261841,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Unclassified-Ochrophyte__Paraphysomonas_imperforata__ASV_427",-0.0258000993867176,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Hacrobia-other__Pterocystida_XX_sp.__ASV_450",-0.0523793959260133,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Choanoflagellida__Monosigidae_Group_B_X_sp.__ASV_462",-0.0802518341210356,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Stramenopiles-Other__Bicosoeca_vacillans__ASV_475",-0.0807800175667907,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Cercozoa__Cercozoa_XXXX_sp.__ASV_488",-0.069100394459002,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Syndiniales__Dino-Group-II_XX_sp.__ASV_509",-0.0153769914448629,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Telonemia__Telonemia-Group-2_X_sp.__ASV_589",-0.0667082956107706,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Alveolates-Other__Dinophyta_XXXX_sp.__ASV_592",0.033475989970688,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Syndiniales__Dino-Group-I-Clade-5_X_sp.__ASV_629",0.0527324178017789,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Telonemia__Telonemia-Group-1_X_sp.__ASV_632",-0.0464698325138974,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Syndiniales__Dino-Group-II-Clade-6_X_sp.__ASV_682",0.0470906101956732,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Syndiniales__Dino-Group-II-Clade-5_X_sp.__ASV_686",-0.0184858479322048,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Haptophytes__Haptophyta_XXXX_sp.__ASV_708",0.0372806157448808,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Cercozoa__Cercozoa_XXXX_sp.__ASV_713",0.0314662433813645,"positive","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Stramenopiles-Other__Bicosoeca_vacillans__ASV_732",-0.07024521473078,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Cercozoa__Chlorarachnida_XX_sp.__ASV_830",-0.0661941568899747,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Telonemia__Telonemia-Group-1__ASV_910",-0.0711867565364871,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Syndiniales__Dino-Group-II-Clade-4_X_sp.__ASV_929",-0.0687457594743327,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Stramenopiles-Other__Stramenopiles__ASV_965",-0.0812807848308867,"negative","2019"
"Cercozoa__Filosa-Thecofilosea__ASV_95","Dinophyceae__Dinophyceae__ASV_997",-0.0180148703411477,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_100",-0.0648772117367863,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Diatoms__Chaetoceros_costatus__ASV_108",0.0652482784872144,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Archaeplastids__Bathycoccus_prasinos__ASV_113",0.0517313721932909,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Cryptophytes__Cryptomonadales_X__ASV_118",0.0254789064062427,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Telonemia__Telonemia-Group-2_X_sp.__ASV_125",-0.0827174351415793,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Haptophytes__Phaeocystis_globosa__ASV_128",0.0919266044353426,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Haptophytes__Phaeocystis_globosa__ASV_130",0.0589188387928098,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Haptophytes__Phaeocystis_cordata__ASV_148",0.113164950341287,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Unclassified-Ochrophyte__Chrysophyceae_Clade-C__ASV_166",-0.0433861523833309,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Diatoms__Chaetoceros_protuberans__ASV_174",0.0671046587708369,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Diatoms__Hemiaulus_sinensis__ASV_190",0.0680568017241766,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Syndiniales__Dino-Group-I-Clade-1_X_sp.__ASV_195",-0.0546618839840168,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Telonemia__Telonemia-Group-2_X_sp.__ASV_216",-0.0787010641820799,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Unclassified-Ochrophyte__Dictyocha_sp.__ASV_222",-0.0631204367760103,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Alveolates-Other__Colpodellidae2_sp.__ASV_231",-0.0798462981915915,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Unclassified-Ochrophyte__MOCH-2_XXX_sp.__ASV_235",0.0860168319558615,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Diatoms__Chaetoceros__ASV_245",0.0220541997010715,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Diatoms__Guinardia_delicatula__ASV_259",0.0391504989223165,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Unclassified-Ochrophyte__Chattonella_marina__ASV_266",-0.0417058994121115,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Ciliates__Strombidiida_B_XX_sp.__ASV_269",0.0681198520827332,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Ciliates__Leegaardiella_sp.__ASV_273",0.0511850753442941,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Cryptophytes__Cryptomonadales_X__ASV_281",0.079695802501765,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Diatoms__Thalassiosira__ASV_289",0.080513624945656,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Cercozoa__Novel-clade-2_X_sp.__ASV_298",-0.068438112242883,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Haptophytes__Dicrateria_rotunda__ASV_325",0.0412927352284688,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Stramenopiles-Other__Caecitellaceae_X_sp.__ASV_342",-0.0525949480941979,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Other/unknown__Eukaryota__ASV_351",-0.0541512419105592,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Syndiniales__Dino-Group-II-Clade-1_X_sp.__ASV_354",-0.0355957319197819,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Cercozoa__Cercozoa__ASV_366",0.0587303838053746,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Unclassified-Ochrophyte__MOCH-3_XXX_sp.__ASV_367",0.0358147622751219,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_369",-0.059117663053031,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Unclassified-Ochrophyte__MOCH-2_XXX_sp.__ASV_370",-0.0745877851339441,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Unclassified-Ochrophyte__MOCH-2_XXX_sp.__ASV_377",0.0605707733136352,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Haptophytes__Chrysochromulina_rotalis__ASV_379",-0.0524937430333748,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Cercozoa__he2-lineage_X_sp.__ASV_382",-0.0677592271550259,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Telonemia__Telonemia-Group-1__ASV_387",-0.0722033801106213,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Diatoms__Pleurosigma_sp.__ASV_390",0.046332018195443,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Unclassified-Ochrophyte__Chrysophyceae_XXX_sp.__ASV_411",-0.071423856674583,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Dinophyceae__Dinophyceae__ASV_425",0.0504236055571175,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Diatoms__Chaetoceros_cf_tortissimus__ASV_437",0.0807862474482856,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Dinophyceae__Archaeperidinium__ASV_460",-0.0371023257377587,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Choanoflagellida__Monosigidae_Group_B_X_sp.__ASV_462",-0.0916468211421935,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Stramenopiles-Other__Bicosoeca_vacillans__ASV_475",-0.091634133802892,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Telonemia__Telonemia-Group-2_X_sp.__ASV_516",-0.0452139844536584,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Unclassified-Ochrophyte__Pseudopedinella_elastica__ASV_555",0.0269337914428014,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Cercozoa__Thaumatomonadida_XX_sp.__ASV_572",-0.0480646438796367,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Telonemia__Telonemia-Group-2_X_sp.__ASV_589",-0.0855973360410552,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Cercozoa__CCW10-lineage_X_sp.__ASV_605",0.0538408656327404,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Diatoms__Navicula_lanceolata__ASV_615",-0.0488227240940968,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Pelagophytes__Pelagomonadaceae_clade_A_sp.__ASV_624",0.0242601626008922,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Syndiniales__Dino-Group-I-Clade-5_X_sp.__ASV_629",0.0340408953837414,"positive","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Telonemia__Telonemia-Group-1_X_sp.__ASV_632",-0.0859608668245903,"negative","2019"
"Archaeplastids__Ostreococcus_lucimarinus__ASV_98","Haptophytes__Chrysochromulina_sp.__ASV_635",-0.0584615640940599,"negative","2019"
